"","V1","Gene names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"18723","ENSRNOG00000057865","Rrh",63.91912579,6.461076316,0.460380448,14.03421094,9.63e-45,1.45e-43
"18730","ENSRNOG00000060492","unkown",2.614146564,3.436366679,1.376865892,2.495788949,0.012567735,0.02618362
"18735","ENSRNOG00000054539","Adnp2",2.235177292,4.306829454,1.488674396,2.89306343,0.003815042,0.008787723
"18740","ENSRNOG00000060769","Bmp7",10.40989671,2.108613289,0.555092546,3.798669801,0.000145475,0.0004174
"18808","ENSRNOG00000016378","AABR07005886.1",35.05175772,2.140903988,0.319794324,6.694627846,2.16e-11,1.1e-10
"18868","ENSRNOG00000018706","Zkscan8",15.5514562,8.944120915,1.229556062,7.274268484,3.48e-13,1.96e-12
"18873","ENSRNOG00000018911","U6",1845.796082,3.718880865,0.074964903,49.60829291,0,0
"18879","ENSRNOG00000001066","unkown",1.51604196,3.789808602,1.515146626,2.501281748,0.012374469,0.025813454
"18911","ENSRNOG00000014886","unkown",887.4315061,2.689235685,0.094474287,28.46526563,3.15e-178,2.12e-176
"18917","ENSRNOG00000038047","Usf2",146.559572,5.085502978,0.248289912,20.4821168,3.11e-93,9.68e-92
"18935","ENSRNOG00000029047","Soat2",74.989621,2.408840157,0.198212749,12.15280134,5.54e-34,6.49e-33
"18950","ENSRNOG00000049452","unkown",46.88619179,4.355454756,0.34662025,12.56549425,3.27e-36,4.04e-35
"19032","ENSRNOG00000011263","unkown",321.2301502,2.594451322,0.140398708,18.4791681,3.04e-76,7.73e-75
"19034","ENSRNOG00000058571","Snord121a",33.70797563,6.142308796,1.605332648,3.826190668,0.000130142,0.000375239
"19125","ENSRNOG00000058006","unkown",1629.304854,4.977626424,0.100210163,49.67187227,0,0
"19217","ENSRNOG00000029264","unkown",12.79968062,2.001352834,0.477113061,4.194713998,2.73e-05,8.5e-05
"19218","ENSRNOG00000019009","Prkcg",164.3198062,3.428100067,0.164767396,20.80569421,3.84e-96,1.23e-94
"19290","ENSRNOG00000013024","unkown",2319.398903,3.41760943,0.061730378,55.36349446,0,0
"19291","ENSRNOG00000013541","LOC120100393",26.27146088,3.936956592,0.411000151,9.578966289,9.8e-22,8.02e-21
"19462","ENSRNOG00000013328","LOC120102630",37.57299351,5.189831707,0.427612113,12.13677431,6.74e-34,7.88e-33
"19541","ENSRNOG00000038365","RGD1311164",327.9830586,4.633703228,0.136388381,33.97432529,5.34e-253,5.37e-251
"19554","ENSRNOG00000017783","unkown",7.384993567,4.22247497,0.761483728,5.54506264,2.94e-08,1.21e-07
"19611","ENSRNOG00000018233","unkown",16861.36549,2.262016662,0.034214815,66.11219922,0,0
"19613","ENSRNOG00000026740","unkown",2.625979622,3.689433161,1.428341561,2.58301884,0.009793997,0.020897304
"19678","ENSRNOG00000029598","unkown",243.7502196,6.776705801,0.255058077,26.56926561,1.54e-155,8.73e-154
"19679","ENSRNOG00000029763","Ints10",9.369436611,4.646697115,0.776750167,5.982228666,2.2e-09,9.84e-09
"19710","ENSRNOG00000001607","unkown",15688.16172,3.011116761,0.058540657,51.43633358,0,0
"19735","ENSRNOG00000021524","Ckmt2",1.694832954,4.69285312,1.613614176,2.908286992,0.003634147,0.008400792
"19797","ENSRNOG00000001629","Tmbim6",898.6039963,2.371691036,0.085816748,27.63669215,4.03e-168,2.52e-166
"19843","ENSRNOG00000039668","unkown",1752.126375,2.066650775,0.081349432,25.40461228,2.24e-142,1.13e-140
"19875","ENSRNOG00000001989","unkown",3695.105854,2.003736514,0.054629823,36.67843719,1.61e-294,2.01e-292
"19946","ENSRNOG00000027380","unkown",5.460905719,2.413112204,0.710160137,3.397983184,0.000678846,0.00177826
"19969","ENSRNOG00000002701","Trnp1",29.89989733,4.687052369,0.423501437,11.06738245,1.81e-28,1.83e-27
"20004","ENSRNOG00000002215","unkown",979.0109179,2.148861814,0.079729505,26.95190209,5.42e-160,3.19e-158
"20049","ENSRNOG00000047384","unkown",3.348110523,4.542442837,1.342736656,3.382973732,0.000717055,0.001870011
"20058","ENSRNOG00000048273","unkown",1.745012857,3.379732271,1.46818625,2.301977879,0.02133642,0.042225336
"20065","ENSRNOG00000047082","Matn3",3.191965523,4.511122829,1.33886409,3.369365765,0.000753414,0.001959301
"20070","ENSRNOG00000001728","unkown",150.4411053,2.460235388,0.170053026,14.4674602,1.95e-47,3.12e-46
"20092","ENSRNOG00000001926","unkown",91.4188346,9.048412615,0.845687216,10.69947901,1.02e-26,9.78e-26
"20104","ENSRNOG00000028895","Olr1",2.286476324,3.034545398,1.332313761,2.277650721,0.022747396,0.044730896
"20137","ENSRNOG00000001770","unkown",39.42768125,2.518137981,0.27932649,9.015034631,1.97e-19,1.48e-18
"20202","ENSRNOG00000000281","unkown",33.80272191,5.484307659,0.487931239,11.23991911,2.6e-29,2.69e-28
"20251","ENSRNOG00000050869","unkown",1778.580404,3.228844028,0.087570333,36.87143724,1.33e-297,1.69e-295
"20268","ENSRNOG00000016366","unkown",778.519073,2.09219093,0.085610207,24.43856887,6.66e-132,3.11e-130
"20288","ENSRNOG00000012795","unkown",1189.163411,5.438524131,0.102779571,52.91444651,0,0
"20376","ENSRNOG00000016021","unkown",1474.010362,2.565704319,0.060221356,42.60455939,0,0
"20442","ENSRNOG00000042137","unkown",14.22387312,2.056405719,0.47901489,4.292989132,1.76e-05,5.61e-05
"20459","ENSRNOG00000060829","LOC120098364",36.12795777,4.465231487,0.391939668,11.39265007,4.55e-30,4.78e-29
"20460","ENSRNOG00000017819","unkown",642.5102213,3.339853526,0.105874995,31.54525329,2.08e-218,1.78e-216
"20542","ENSRNOG00000013116","U6",3.305821827,5.666446132,1.415925808,4.001937177,6.28e-05,0.000187592
"20544","ENSRNOG00000050548","unkown",2.107185846,4.991496008,1.619444932,3.082226452,0.002054585,0.004973553
"20571","ENSRNOG00000060469","RGD1564409",1.127745219,4.864514421,1.956528696,2.486298529,0.012907963,0.026831061
"20578","ENSRNOG00000000158","unkown",399.0690348,5.1909551,0.131008022,39.62318495,0,0
"20590","ENSRNOG00000026136","unkown",167.4789877,2.576489712,0.135882983,18.96109184,3.58e-80,9.58e-79
"20654","ENSRNOG00000018644","LOC120097255",40.00455435,2.273630163,0.31881307,7.13154628,9.92e-13,5.44e-12
"20663","ENSRNOG00000025502","Clec16a",43.37054599,3.491504311,0.347930821,10.03505324,1.07e-23,9.37e-23
"20669","ENSRNOG00000019695","unkown",4.566605093,2.029980012,0.818772851,2.479295703,0.013164212,0.027301225
"20931","ENSRNOG00000048222","LOC120093929",2.163362253,2.730764326,1.184589389,2.305241252,0.021153066,0.041917136
"20938","ENSRNOG00000025764","unkown",206.9197419,4.753967874,0.202825504,23.43870855,1.72e-121,7.13e-120
"20939","ENSRNOG00000043098","AABR07028997.1",1057.989199,8.672277615,0.243817656,35.56870234,4.27e-277,4.83e-275
"21355","ENSRNOG00000045626","LOC120101224",18.31798893,5.407297208,0.621425504,8.701440755,3.28e-18,2.36e-17
"21356","ENSRNOG00000012027","unkown",22.28974532,9.470467879,1.2122489,7.812313031,5.61e-15,3.49e-14
"21368","ENSRNOG00000058847","unkown",8.239683922,2.084842862,0.553928809,3.763737918,0.000167392,0.000476235
"21372","ENSRNOG00000015084","unkown",16.87217998,6.103491047,0.802141253,7.608997821,2.76e-14,1.66e-13
"21380","ENSRNOG00000015904","unkown",2847.047061,2.44666078,0.052187416,46.88219803,0,0
"21386","ENSRNOG00000016752","unkown",19339.82403,5.046328011,0.05206237,96.92851151,0,0
"21399","ENSRNOG00000021714","Rps9",3.785388175,6.700672517,1.580211348,4.240364763,2.23e-05,7.01e-05
"21444","ENSRNOG00000015695","unkown",136.3627686,2.33550809,0.142702294,16.36629676,3.33e-60,6.53e-59
"21445","ENSRNOG00000015880","U2",913.9645792,7.051179724,0.150760561,46.77071826,0,0
"21481","ENSRNOG00000018480","unkown",1.112113463,4.04034361,1.735733276,2.327744514,0.019925674,0.039692239
"21506","ENSRNOG00000061610","Myo1g",4.335122052,4.442202613,1.087230211,4.085797624,4.39e-05,0.000133678
"21546","ENSRNOG00000000781","unkown",59.71192216,4.307727978,0.302104317,14.25907456,3.94e-46,6.13e-45
"21547","ENSRNOG00000058072","Reps1",2.207178198,3.108354794,1.265204904,2.456799515,0.014018089,0.028901101
"21614","ENSRNOG00000028841","unkown",34.63976108,6.795170741,0.681175925,9.975647241,1.95e-23,1.69e-22
"21632","ENSRNOG00000047854","Ccdc40",627.5641172,5.567523956,0.138132584,40.30565275,0,0
"21633","ENSRNOG00000049491","Itgb1bp1",5.959271364,2.720973819,0.895543296,3.038349828,0.002378776,0.005680553
"21664","ENSRNOG00000033581","Fcsk",19.05040413,3.728252341,0.559236603,6.666681547,2.62e-11,1.32e-10
"21729","ENSRNOG00000051002","unkown",6.232055903,2.76000256,0.804813689,3.429368309,0.000604988,0.00159465
"21730","ENSRNOG00000047864","Tsen34",621.8733523,5.561778188,0.136631726,40.70634503,0,0
"21752","ENSRNOG00000000478","Exoc6b",38.73801913,2.577218914,0.266069687,9.686255275,3.45e-22,2.87e-21
"21778","ENSRNOG00000028622","unkown",3.592752497,3.048431354,1.054775289,2.890123978,0.003850899,0.00886135
"21828","ENSRNOG00000022523","unkown",6432.515906,4.320550133,0.044188328,97.77582294,0,0
"21830","ENSRNOG00000000508","unkown",1.389479159,5.243654878,1.898731891,2.76166156,0.005750806,0.012804628
"21928","ENSRNOG00000001242","Rapgef3",24.67635695,2.871862934,0.360051156,7.976263608,1.51e-15,9.69e-15
"21931","ENSRNOG00000033389","Jak2",401.7324474,3.39887268,0.098272207,34.58630658,4.06e-262,4.37e-260
"21932","ENSRNOG00000062276","unkown",55.3242123,2.635364771,0.244107596,10.79591467,3.6e-27,3.49e-26
"21944","ENSRNOG00000001302","RGD1564243",11.81038904,3.26172719,0.567106044,5.751529583,8.84e-09,3.79e-08
"22018","ENSRNOG00000000825","LOC120100228",143.3754578,2.254104767,0.134226063,16.79334636,2.73e-63,5.7e-62
"22027","ENSRNOG00000028598","LOC120094870",29.19058787,5.550322815,0.532154372,10.42991114,1.81e-25,1.68e-24
"22043","ENSRNOG00000057078","AABR07069301.1",1066.578503,2.085783184,0.088033335,23.69310655,4.25e-124,1.82e-122
"22081","ENSRNOG00000000394","unkown",69.47915014,4.675579887,0.290340124,16.10380206,2.4e-58,4.57e-57
"22169","ENSRNOG00000000299","Clec1a",937.7740146,2.985134069,0.117474038,25.41101099,1.91e-142,9.61e-141
"22170","ENSRNOG00000059487","LOC102555994",135.3490315,2.842694208,0.157305273,18.07119467,5.37e-73,1.31e-71
"22173","ENSRNOG00000000302","unkown",764.7201501,3.066363461,0.074590321,41.10940179,0,0
"22221","ENSRNOG00000059322","Kdm5b",29.95559164,3.870201423,0.404253755,9.573693198,1.03e-21,8.43e-21
"22291","ENSRNOG00000000905","LOC120096820",4.042256802,2.557143542,0.853502352,2.996059164,0.002734934,0.006464937
"22321","ENSRNOG00000000956","unkown",146.6434691,2.348973944,0.137608723,17.06994946,2.48e-65,5.35e-64
"22427","ENSRNOG00000052121","Anxa8",6.291923012,3.773868435,0.866891858,4.353332427,1.34e-05,4.32e-05
"22446","ENSRNOG00000001288","unkown",18.71914171,2.659092282,0.514899113,5.164297659,2.41e-07,9.2e-07
"22505","ENSRNOG00000061122","unkown",9.11542671,2.160960588,0.496828995,4.349505788,1.36e-05,4.4e-05
"22514","ENSRNOG00000001404","unkown",444.2201831,2.871048522,0.092046308,31.19134892,1.4e-213,1.15e-211
"22567","ENSRNOG00000023686","unkown",3.291811743,4.065572485,1.269552064,3.20236767,0.001363029,0.003398894
"22594","ENSRNOG00000046171","unkown",21.49181563,9.404100531,1.21382189,7.747512716,9.37e-15,5.76e-14
"22605","ENSRNOG00000001469","LOC108353015",51.65893656,3.753468186,0.291158661,12.89148733,5.03e-38,6.48e-37
"22721","ENSRNOG00000001247","Pom121l2",4271.86541,2.17528603,0.053894112,40.36222035,0,0
"22737","ENSRNOG00000042607","unkown",452.4672822,4.909896851,0.121299138,40.47759077,0,0
"22812","ENSRNOG00000055283","unkown",1.835663124,4.339989441,1.631444727,2.660212368,0.00780914,0.01695627
"22819","ENSRNOG00000001128","Rexo1l1-ps1",5.736856472,2.382718328,0.764413022,3.117056172,0.001826668,0.004458577
"22967","ENSRNOG00000062088","unkown",6.915084348,5.680474886,1.176767207,4.827186594,1.38e-06,4.92e-06
"23053","ENSRNOG00000055367","unkown",2.135745535,2.849203177,1.176174445,2.42243248,0.01541699,0.031464621
"23063","ENSRNOG00000055765","unkown",706.3174967,2.878146813,0.08161855,35.26339084,2.14e-272,2.36e-270
"23086","ENSRNOG00000058446","unkown",5.692882178,3.798993607,0.920999662,4.124858851,3.71e-05,0.000113731
"23105","ENSRNOG00000052587","AABR07031521.1",80.56627831,2.505458672,0.221837814,11.29410099,1.4e-29,1.46e-28
"23137","ENSRNOG00000055837","unkown",2.12026114,3.352850675,1.490421312,2.249599255,0.024474396,0.047763666
"NA",NA,NA,NA,NA,NA,NA,NA,NA
"NA.1",NA,NA,NA,NA,NA,NA,NA,NA
"NA.2",NA,NA,NA,NA,NA,NA,NA,NA
"NA.3",NA,NA,NA,NA,NA,NA,NA,NA
"NA.4",NA,NA,NA,NA,NA,NA,NA,NA
"NA.5",NA,NA,NA,NA,NA,NA,NA,NA
"NA.6",NA,NA,NA,NA,NA,NA,NA,NA
"NA.7",NA,NA,NA,NA,NA,NA,NA,NA
"NA.8",NA,NA,NA,NA,NA,NA,NA,NA
"NA.9",NA,NA,NA,NA,NA,NA,NA,NA
"NA.10",NA,NA,NA,NA,NA,NA,NA,NA
"NA.11",NA,NA,NA,NA,NA,NA,NA,NA
"NA.12",NA,NA,NA,NA,NA,NA,NA,NA
"NA.13",NA,NA,NA,NA,NA,NA,NA,NA
"NA.14",NA,NA,NA,NA,NA,NA,NA,NA
"NA.15",NA,NA,NA,NA,NA,NA,NA,NA
"NA.16",NA,NA,NA,NA,NA,NA,NA,NA
"NA.17",NA,NA,NA,NA,NA,NA,NA,NA
"NA.18",NA,NA,NA,NA,NA,NA,NA,NA
"NA.19",NA,NA,NA,NA,NA,NA,NA,NA
"NA.20",NA,NA,NA,NA,NA,NA,NA,NA
"NA.21",NA,NA,NA,NA,NA,NA,NA,NA
"NA.22",NA,NA,NA,NA,NA,NA,NA,NA
"NA.23",NA,NA,NA,NA,NA,NA,NA,NA
"NA.24",NA,NA,NA,NA,NA,NA,NA,NA
"NA.25",NA,NA,NA,NA,NA,NA,NA,NA
"NA.26",NA,NA,NA,NA,NA,NA,NA,NA
"NA.27",NA,NA,NA,NA,NA,NA,NA,NA
"NA.28",NA,NA,NA,NA,NA,NA,NA,NA
"NA.29",NA,NA,NA,NA,NA,NA,NA,NA
"NA.30",NA,NA,NA,NA,NA,NA,NA,NA
"NA.31",NA,NA,NA,NA,NA,NA,NA,NA
"NA.32",NA,NA,NA,NA,NA,NA,NA,NA
"NA.33",NA,NA,NA,NA,NA,NA,NA,NA
"NA.34",NA,NA,NA,NA,NA,NA,NA,NA
"NA.35",NA,NA,NA,NA,NA,NA,NA,NA
"NA.36",NA,NA,NA,NA,NA,NA,NA,NA
"NA.37",NA,NA,NA,NA,NA,NA,NA,NA
"NA.38",NA,NA,NA,NA,NA,NA,NA,NA
"NA.39",NA,NA,NA,NA,NA,NA,NA,NA
"NA.40",NA,NA,NA,NA,NA,NA,NA,NA
"NA.41",NA,NA,NA,NA,NA,NA,NA,NA
"NA.42",NA,NA,NA,NA,NA,NA,NA,NA
"NA.43",NA,NA,NA,NA,NA,NA,NA,NA
"NA.44",NA,NA,NA,NA,NA,NA,NA,NA
"NA.45",NA,NA,NA,NA,NA,NA,NA,NA
"NA.46",NA,NA,NA,NA,NA,NA,NA,NA
"NA.47",NA,NA,NA,NA,NA,NA,NA,NA
"NA.48",NA,NA,NA,NA,NA,NA,NA,NA
"NA.49",NA,NA,NA,NA,NA,NA,NA,NA
"NA.50",NA,NA,NA,NA,NA,NA,NA,NA
"NA.51",NA,NA,NA,NA,NA,NA,NA,NA
"NA.52",NA,NA,NA,NA,NA,NA,NA,NA
"NA.53",NA,NA,NA,NA,NA,NA,NA,NA
"NA.54",NA,NA,NA,NA,NA,NA,NA,NA
"NA.55",NA,NA,NA,NA,NA,NA,NA,NA
"NA.56",NA,NA,NA,NA,NA,NA,NA,NA
"NA.57",NA,NA,NA,NA,NA,NA,NA,NA
"NA.58",NA,NA,NA,NA,NA,NA,NA,NA
"NA.59",NA,NA,NA,NA,NA,NA,NA,NA
"NA.60",NA,NA,NA,NA,NA,NA,NA,NA
"NA.61",NA,NA,NA,NA,NA,NA,NA,NA
"NA.62",NA,NA,NA,NA,NA,NA,NA,NA
"NA.63",NA,NA,NA,NA,NA,NA,NA,NA
"NA.64",NA,NA,NA,NA,NA,NA,NA,NA
"NA.65",NA,NA,NA,NA,NA,NA,NA,NA
"NA.66",NA,NA,NA,NA,NA,NA,NA,NA
"NA.67",NA,NA,NA,NA,NA,NA,NA,NA
"NA.68",NA,NA,NA,NA,NA,NA,NA,NA
"NA.69",NA,NA,NA,NA,NA,NA,NA,NA
"NA.70",NA,NA,NA,NA,NA,NA,NA,NA
"NA.71",NA,NA,NA,NA,NA,NA,NA,NA
"NA.72",NA,NA,NA,NA,NA,NA,NA,NA
"NA.73",NA,NA,NA,NA,NA,NA,NA,NA
"NA.74",NA,NA,NA,NA,NA,NA,NA,NA
"NA.75",NA,NA,NA,NA,NA,NA,NA,NA
"NA.76",NA,NA,NA,NA,NA,NA,NA,NA
"NA.77",NA,NA,NA,NA,NA,NA,NA,NA
"NA.78",NA,NA,NA,NA,NA,NA,NA,NA
"NA.79",NA,NA,NA,NA,NA,NA,NA,NA
"NA.80",NA,NA,NA,NA,NA,NA,NA,NA
"NA.81",NA,NA,NA,NA,NA,NA,NA,NA
"NA.82",NA,NA,NA,NA,NA,NA,NA,NA
"NA.83",NA,NA,NA,NA,NA,NA,NA,NA
"NA.84",NA,NA,NA,NA,NA,NA,NA,NA
"NA.85",NA,NA,NA,NA,NA,NA,NA,NA
"NA.86",NA,NA,NA,NA,NA,NA,NA,NA
"NA.87",NA,NA,NA,NA,NA,NA,NA,NA
"NA.88",NA,NA,NA,NA,NA,NA,NA,NA
"NA.89",NA,NA,NA,NA,NA,NA,NA,NA
"NA.90",NA,NA,NA,NA,NA,NA,NA,NA
"NA.91",NA,NA,NA,NA,NA,NA,NA,NA
"NA.92",NA,NA,NA,NA,NA,NA,NA,NA
"NA.93",NA,NA,NA,NA,NA,NA,NA,NA
"NA.94",NA,NA,NA,NA,NA,NA,NA,NA
"NA.95",NA,NA,NA,NA,NA,NA,NA,NA
"NA.96",NA,NA,NA,NA,NA,NA,NA,NA
"NA.97",NA,NA,NA,NA,NA,NA,NA,NA
"NA.98",NA,NA,NA,NA,NA,NA,NA,NA
"NA.99",NA,NA,NA,NA,NA,NA,NA,NA
"NA.100",NA,NA,NA,NA,NA,NA,NA,NA
"NA.101",NA,NA,NA,NA,NA,NA,NA,NA
"NA.102",NA,NA,NA,NA,NA,NA,NA,NA
"NA.103",NA,NA,NA,NA,NA,NA,NA,NA
"NA.104",NA,NA,NA,NA,NA,NA,NA,NA
"NA.105",NA,NA,NA,NA,NA,NA,NA,NA
"NA.106",NA,NA,NA,NA,NA,NA,NA,NA
"NA.107",NA,NA,NA,NA,NA,NA,NA,NA
"NA.108",NA,NA,NA,NA,NA,NA,NA,NA
"NA.109",NA,NA,NA,NA,NA,NA,NA,NA
"NA.110",NA,NA,NA,NA,NA,NA,NA,NA
"NA.111",NA,NA,NA,NA,NA,NA,NA,NA
"NA.112",NA,NA,NA,NA,NA,NA,NA,NA
"NA.113",NA,NA,NA,NA,NA,NA,NA,NA
"NA.114",NA,NA,NA,NA,NA,NA,NA,NA
"NA.115",NA,NA,NA,NA,NA,NA,NA,NA
"NA.116",NA,NA,NA,NA,NA,NA,NA,NA
"NA.117",NA,NA,NA,NA,NA,NA,NA,NA
"NA.118",NA,NA,NA,NA,NA,NA,NA,NA
"NA.119",NA,NA,NA,NA,NA,NA,NA,NA
"NA.120",NA,NA,NA,NA,NA,NA,NA,NA
"NA.121",NA,NA,NA,NA,NA,NA,NA,NA
"NA.122",NA,NA,NA,NA,NA,NA,NA,NA
"NA.123",NA,NA,NA,NA,NA,NA,NA,NA
"NA.124",NA,NA,NA,NA,NA,NA,NA,NA
"NA.125",NA,NA,NA,NA,NA,NA,NA,NA
"NA.126",NA,NA,NA,NA,NA,NA,NA,NA
"NA.127",NA,NA,NA,NA,NA,NA,NA,NA
"NA.128",NA,NA,NA,NA,NA,NA,NA,NA
"NA.129",NA,NA,NA,NA,NA,NA,NA,NA
"NA.130",NA,NA,NA,NA,NA,NA,NA,NA
"NA.131",NA,NA,NA,NA,NA,NA,NA,NA
"NA.132",NA,NA,NA,NA,NA,NA,NA,NA
"NA.133",NA,NA,NA,NA,NA,NA,NA,NA
"NA.134",NA,NA,NA,NA,NA,NA,NA,NA
"NA.135",NA,NA,NA,NA,NA,NA,NA,NA
"NA.136",NA,NA,NA,NA,NA,NA,NA,NA
"NA.137",NA,NA,NA,NA,NA,NA,NA,NA
"NA.138",NA,NA,NA,NA,NA,NA,NA,NA
"NA.139",NA,NA,NA,NA,NA,NA,NA,NA
"NA.140",NA,NA,NA,NA,NA,NA,NA,NA
"NA.141",NA,NA,NA,NA,NA,NA,NA,NA
"NA.142",NA,NA,NA,NA,NA,NA,NA,NA
"NA.143",NA,NA,NA,NA,NA,NA,NA,NA
"NA.144",NA,NA,NA,NA,NA,NA,NA,NA
"NA.145",NA,NA,NA,NA,NA,NA,NA,NA
"NA.146",NA,NA,NA,NA,NA,NA,NA,NA
"NA.147",NA,NA,NA,NA,NA,NA,NA,NA
"NA.148",NA,NA,NA,NA,NA,NA,NA,NA
"NA.149",NA,NA,NA,NA,NA,NA,NA,NA
"NA.150",NA,NA,NA,NA,NA,NA,NA,NA
"NA.151",NA,NA,NA,NA,NA,NA,NA,NA
"NA.152",NA,NA,NA,NA,NA,NA,NA,NA
"NA.153",NA,NA,NA,NA,NA,NA,NA,NA
"NA.154",NA,NA,NA,NA,NA,NA,NA,NA
"NA.155",NA,NA,NA,NA,NA,NA,NA,NA
"NA.156",NA,NA,NA,NA,NA,NA,NA,NA
"NA.157",NA,NA,NA,NA,NA,NA,NA,NA
"NA.158",NA,NA,NA,NA,NA,NA,NA,NA
"NA.159",NA,NA,NA,NA,NA,NA,NA,NA
"NA.160",NA,NA,NA,NA,NA,NA,NA,NA
"NA.161",NA,NA,NA,NA,NA,NA,NA,NA
"NA.162",NA,NA,NA,NA,NA,NA,NA,NA
"NA.163",NA,NA,NA,NA,NA,NA,NA,NA
"NA.164",NA,NA,NA,NA,NA,NA,NA,NA
"NA.165",NA,NA,NA,NA,NA,NA,NA,NA
"NA.166",NA,NA,NA,NA,NA,NA,NA,NA
"NA.167",NA,NA,NA,NA,NA,NA,NA,NA
"NA.168",NA,NA,NA,NA,NA,NA,NA,NA
"NA.169",NA,NA,NA,NA,NA,NA,NA,NA
"NA.170",NA,NA,NA,NA,NA,NA,NA,NA
"NA.171",NA,NA,NA,NA,NA,NA,NA,NA
"NA.172",NA,NA,NA,NA,NA,NA,NA,NA
"NA.173",NA,NA,NA,NA,NA,NA,NA,NA
"NA.174",NA,NA,NA,NA,NA,NA,NA,NA
"NA.175",NA,NA,NA,NA,NA,NA,NA,NA
"NA.176",NA,NA,NA,NA,NA,NA,NA,NA
"NA.177",NA,NA,NA,NA,NA,NA,NA,NA
"NA.178",NA,NA,NA,NA,NA,NA,NA,NA
"NA.179",NA,NA,NA,NA,NA,NA,NA,NA
"NA.180",NA,NA,NA,NA,NA,NA,NA,NA
"NA.181",NA,NA,NA,NA,NA,NA,NA,NA
"NA.182",NA,NA,NA,NA,NA,NA,NA,NA
"NA.183",NA,NA,NA,NA,NA,NA,NA,NA
"NA.184",NA,NA,NA,NA,NA,NA,NA,NA
"NA.185",NA,NA,NA,NA,NA,NA,NA,NA
"NA.186",NA,NA,NA,NA,NA,NA,NA,NA
"NA.187",NA,NA,NA,NA,NA,NA,NA,NA
"NA.188",NA,NA,NA,NA,NA,NA,NA,NA
"NA.189",NA,NA,NA,NA,NA,NA,NA,NA
"NA.190",NA,NA,NA,NA,NA,NA,NA,NA
"NA.191",NA,NA,NA,NA,NA,NA,NA,NA
"NA.192",NA,NA,NA,NA,NA,NA,NA,NA
"NA.193",NA,NA,NA,NA,NA,NA,NA,NA
"NA.194",NA,NA,NA,NA,NA,NA,NA,NA
"NA.195",NA,NA,NA,NA,NA,NA,NA,NA
"NA.196",NA,NA,NA,NA,NA,NA,NA,NA
"NA.197",NA,NA,NA,NA,NA,NA,NA,NA
"NA.198",NA,NA,NA,NA,NA,NA,NA,NA
"NA.199",NA,NA,NA,NA,NA,NA,NA,NA
"NA.200",NA,NA,NA,NA,NA,NA,NA,NA
"NA.201",NA,NA,NA,NA,NA,NA,NA,NA
"NA.202",NA,NA,NA,NA,NA,NA,NA,NA
"NA.203",NA,NA,NA,NA,NA,NA,NA,NA
"NA.204",NA,NA,NA,NA,NA,NA,NA,NA
"NA.205",NA,NA,NA,NA,NA,NA,NA,NA
"NA.206",NA,NA,NA,NA,NA,NA,NA,NA
"NA.207",NA,NA,NA,NA,NA,NA,NA,NA
"NA.208",NA,NA,NA,NA,NA,NA,NA,NA
"NA.209",NA,NA,NA,NA,NA,NA,NA,NA
"NA.210",NA,NA,NA,NA,NA,NA,NA,NA
"NA.211",NA,NA,NA,NA,NA,NA,NA,NA
"NA.212",NA,NA,NA,NA,NA,NA,NA,NA
"NA.213",NA,NA,NA,NA,NA,NA,NA,NA
"NA.214",NA,NA,NA,NA,NA,NA,NA,NA
"NA.215",NA,NA,NA,NA,NA,NA,NA,NA
"NA.216",NA,NA,NA,NA,NA,NA,NA,NA
"NA.217",NA,NA,NA,NA,NA,NA,NA,NA
"NA.218",NA,NA,NA,NA,NA,NA,NA,NA
"NA.219",NA,NA,NA,NA,NA,NA,NA,NA
"NA.220",NA,NA,NA,NA,NA,NA,NA,NA
"NA.221",NA,NA,NA,NA,NA,NA,NA,NA
"NA.222",NA,NA,NA,NA,NA,NA,NA,NA
"NA.223",NA,NA,NA,NA,NA,NA,NA,NA
"NA.224",NA,NA,NA,NA,NA,NA,NA,NA
"NA.225",NA,NA,NA,NA,NA,NA,NA,NA
"NA.226",NA,NA,NA,NA,NA,NA,NA,NA
"NA.227",NA,NA,NA,NA,NA,NA,NA,NA
"NA.228",NA,NA,NA,NA,NA,NA,NA,NA
"NA.229",NA,NA,NA,NA,NA,NA,NA,NA
"NA.230",NA,NA,NA,NA,NA,NA,NA,NA
"NA.231",NA,NA,NA,NA,NA,NA,NA,NA
"NA.232",NA,NA,NA,NA,NA,NA,NA,NA
"NA.233",NA,NA,NA,NA,NA,NA,NA,NA
"NA.234",NA,NA,NA,NA,NA,NA,NA,NA
"NA.235",NA,NA,NA,NA,NA,NA,NA,NA
"NA.236",NA,NA,NA,NA,NA,NA,NA,NA
"NA.237",NA,NA,NA,NA,NA,NA,NA,NA
"NA.238",NA,NA,NA,NA,NA,NA,NA,NA
"NA.239",NA,NA,NA,NA,NA,NA,NA,NA
"NA.240",NA,NA,NA,NA,NA,NA,NA,NA
"NA.241",NA,NA,NA,NA,NA,NA,NA,NA
"NA.242",NA,NA,NA,NA,NA,NA,NA,NA
"NA.243",NA,NA,NA,NA,NA,NA,NA,NA
"NA.244",NA,NA,NA,NA,NA,NA,NA,NA
"NA.245",NA,NA,NA,NA,NA,NA,NA,NA
"NA.246",NA,NA,NA,NA,NA,NA,NA,NA
"NA.247",NA,NA,NA,NA,NA,NA,NA,NA
