"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903538","GO:1903538","regulation of meiotic cell cycle process involved in oocyte maturation","5/320","22/18481",3.11822918940287e-05,0.00119165963226839,0.00109958608257891,"Cdc20/Ccnb1/Mastl/Aurka/Cdk1",5
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","11/320","140/18481",3.29457193328268e-05,0.00124490397883479,0.0011487165061286,"Ccna2/Plk1/Ccnb1/Aurkb/Mastl/Cdk1/Foxm1/Birc5/Fbxo5/Dtl/Rad51b",11
"GO:0006310","GO:0006310","DNA recombination","17/320","315/18481",3.78904420012088e-05,0.00141583951611184,0.00130644471367911,"Mcm5/Hmgb2/Mcm7/Trip13/Ankle1/Chtf18/Mms22l/Rad51/Hmgb2l1/Recql4/Exo1/Parpbp/Hrob/Rad54b/Eme1/Pif1/Rad51b",17
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling","6/320","38/18481",4.449943641798e-05,0.00160915703950179,0.00148482556378274,"Plk1/Ccnb1/Ndc80/Cenpe/Trip13/Birc5",6
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling","6/320","38/18481",4.449943641798e-05,0.00160915703950179,0.00148482556378274,"Plk1/Ccnb1/Ndc80/Cenpe/Trip13/Birc5",6
"GO:0071174","GO:0071174","mitotic spindle checkpoint signaling","6/320","38/18481",4.449943641798e-05,0.00160915703950179,0.00148482556378274,"Plk1/Ccnb1/Ndc80/Cenpe/Trip13/Birc5",6
"GO:0031577","GO:0031577","spindle checkpoint signaling","6/320","39/18481",5.18308609049079e-05,0.00185433175769367,0.00171105686391566,"Plk1/Ccnb1/Ndc80/Cenpe/Trip13/Birc5",6
"GO:0007062","GO:0007062","sister chromatid cohesion","7/320","57/18481",5.4991588944919e-05,0.00194670224865013,0.00179629035135314,"Cdc20/Kif22/Sgo1/Pttg1/Recql4/Dscc1/Ddx11",7
"GO:1905820","GO:1905820","positive regulation of chromosome separation","5/320","25/18481",6.02857488855939e-05,0.00211188514064846,0.00194871039160889,"Cdc20/Ncaph/Cenpe/Ncapd2/Ube2c",5
"GO:0051784","GO:0051784","negative regulation of nuclear division","7/320","58/18481",6.16219609996454e-05,0.00213025699428934,0.00196566274446844,"Plk1/Ccnb1/Ndc80/Cenpe/Trip13/Birc5/Fbxo5",7
"GO:0031023","GO:0031023","microtubule organizing center organization","11/320","150/18481",6.20770697116728e-05,0.00213025699428934,0.00196566274446844,"Kifc1/Plk1/Kif11/Ndc80/Nek2/Aurka/Pclaf/Sgo1/Patj/Stil/Pard6b",11
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","14/320","238/18481",7.34861225612899e-05,0.00247473292945863,0.00228352275569871,"Plk1/Ccnb1/Gpnmb/Ndc80/Aurkb/Cenpe/Cdkn1c/Trip13/Cdk1/Birc5/Ccl2/Fbxo5/Dtl/Eme1",14
"GO:1903537","GO:1903537","meiotic cell cycle process involved in oocyte maturation","5/320","26/18481",7.35870630228554e-05,0.00247473292945863,0.00228352275569871,"Cdc20/Ccnb1/Mastl/Aurka/Cdk1",5
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","12/320","181/18481",7.73856580669171e-05,0.00257671255523804,0.00237762292841346,"Plk1/Ccnb1/Gpnmb/Ndc80/Aurkb/Cenpe/Trip13/Cdk1/Birc5/Ccl2/Fbxo5/Dtl",12
"GO:0048477","GO:0048477","oogenesis","10/320","129/18481",8.39793632871831e-05,0.00276884900720389,0.00255491396254505,"Cdc20/Ccnb1/Foxo3/Mastl/Trip13/Aurka/Cdk1/Fbxo5/Inhbb/Ybx2",10
"GO:0006302","GO:0006302","double-strand break repair","15/320","276/18481",9.98444468986706e-05,0.0032599696594197,0.00300808819067226,"Mcm5/Hmgb2/Mcm7/Hmga2/Trip13/Ankle1/Foxm1/Mms22l/Rad51/Recql4/Parpbp/Ddx11/Rad54b/Eme1/Rad51b",15
"GO:0030261","GO:0030261","chromosome condensation","6/320","44/18481",0.000104282711053902,0.00337214189686802,0.00311159344318729,"Ccnb1/Ncaph/Ncapd2/Mastl/Nusap1/Cdk1",6
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","10/320","134/18481",0.000115421342323671,0.0036967807069953,0.00341114904431261,"Plk1/Ccnb1/Ndc80/Aurkb/Cenpe/Trip13/Cdk1/Birc5/Dtl/Eme1",10
"GO:0007098","GO:0007098","centrosome cycle","10/320","135/18481",0.000122776919481021,0.0038952715114592,0.00359430346206605,"Kifc1/Plk1/Kif11/Ndc80/Nek2/Aurka/Pclaf/Sgo1/Stil/Pard6b",10
"GO:0010971","GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","5/320","29/18481",0.000127312931399101,0.00400143353546895,0.00369226288012347,"Ccnb1/Cdk1/Fbxo5/Dtl/Rad51b",5
"GO:0031297","GO:0031297","replication fork processing","6/320","47/18481",0.000151866323480099,0.00472894857281086,0.00436356648751786,"Fam111a/Mms22l/Rad51/Traip/Ddx11/Eme1",6
"GO:0009636","GO:0009636","response to toxic substance","16/320","321/18481",0.000160974953097178,0.00493370713522191,0.0045525043850679,"Penk/Tk1/Ccnb1/Dhfr/Cdk1/Rad51/Mt1/Slc22a18/Mgst2/Gucy1a1/Inhbb/Cldn1/Slc11a1/Gsta2/Akr7a3/Ctrb1",16
"GO:0007281","GO:0007281","germ cell development","19/320","424/18481",0.000161376088276661,0.00493370713522191,0.0045525043850679,"Bcl2l1/Cdc20/Ccnb1/Hmgb2/Foxo3/Cdkn1c/Mastl/Trip13/Aurka/Cdk1/Chtf18/Fbxo5/Ddias/Inhbb/Zbtb16/Armc2/Bmp8a/Adcy10/Ybx2",19
"GO:0051783","GO:0051783","regulation of nuclear division","10/320","141/18481",0.000175746850093655,0.00532465456635102,0.00491324527336269,"Plk1/Cdc20/Ccnb1/Ndc80/Cenpe/Nusap1/Trip13/Ube2c/Birc5/Fbxo5",10
"GO:0051302","GO:0051302","regulation of cell division","11/320","171/18481",0.000199565179385222,0.00599230087743305,0.00552930591003416,"Bcl2l1/Prc1/Plk1/Kif20a/Racgap1/Kif20b/Aurkb/Kif18b/Aurka/Pdgfd/E2f8",11
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","14/320","262/18481",0.000201916944014381,0.00600926267894126,0.00554495715840144,"Plk1/Ccnb1/Gpnmb/Ndc80/Aurkb/Cenpe/Trip13/Cdk1/Cdt1/Birc5/Ccl2/Fbxo5/Dtl/Eme1",14
"GO:0006270","GO:0006270","DNA replication initiation","5/320","32/18481",0.000206901495748552,0.00605051939306418,0.00558302617360853,"Mcm5/Mcm7/Cdt1/Mcm10/Gmnn",5
"GO:1902751","GO:1902751","positive regulation of cell cycle G2/M phase transition","5/320","32/18481",0.000206901495748552,0.00605051939306418,0.00558302617360853,"Ccnb1/Cdk1/Fbxo5/Dtl/Rad51b",5
"GO:0033260","GO:0033260","nuclear DNA replication","5/320","33/18481",0.000240419469512817,0.00697009203423796,0.0064315480591995,"Tk1/Rad51/Cdt1/Gins1/Gmnn",5
"GO:0051445","GO:0051445","regulation of meiotic cell cycle","7/320","73/18481",0.000267642935399931,0.00763250857207879,0.00704278300091969,"Cdc20/Ccnb1/Mastl/Trip13/Aurka/Cdk1/Fbxo5",7
"GO:0045005","GO:0045005","DNA-templated DNA replication maintenance of fidelity","6/320","52/18481",0.000267807318318554,0.00763250857207879,0.00704278300091969,"Fam111a/Mms22l/Rad51/Traip/Ddx11/Eme1",6
"GO:0007131","GO:0007131","reciprocal meiotic recombination","6/320","54/18481",0.00033004637501435,0.00924954965977715,0.00853488345212547,"Trip13/Ankle1/Chtf18/Rad51/Rad54b/Eme1",6
"GO:0140527","GO:0140527","reciprocal homologous recombination","6/320","54/18481",0.00033004637501435,0.00924954965977715,0.00853488345212547,"Trip13/Ankle1/Chtf18/Rad51/Rad54b/Eme1",6
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","11/320","182/18481",0.000341891969598872,0.00950233631207443,0.00876813855047824,"Plk1/Ccnb1/Ndc80/Aurkb/Cenpe/Trip13/Cdk1/Cdt1/Birc5/Dtl/Eme1",11
